A,B,C,D
1.2786883266395364,0.8798639768966368,0.13082137583101577,0.305114424898287
1.2786883266395364,0.8798639768966368,0.34125511634243116,0.305114424898287
1.2786883266395364,1.0732020713525618,0.34125511634243116,0.305114424898287
1.2786883266395364,1.0732020713525618,0.34125511634243116,0.305114424898287
1.2786883266395364,1.0732020713525618,0.34125511634243116,0.305114424898287
1.2786883266395364,1.0732020713525618,0.34125511634243116,1.7618802092494532
1.2786883266395364,1.0732020713525618,0.34125511634243116,1.7618802092494532
1.2786883266395364,1.1714452060101899,0.34125511634243116,1.7618802092494532
1.2786883266395364,1.1714452060101899,0.34125511634243116,1.7618802092494532
1.2786883266395364,1.1714452060101899,0.34125511634243116,1.7618802092494532
1.2786883266395364,1.1714452060101899,0.34125511634243116,1.7618802092494532
1.2786883266395364,1.1714452060101899,0.34125511634243116,1.7618802092494532
1.389947303301006,1.1714452060101899,0.34125511634243116,1.7618802092494532
1.389947303301006,1.1714452060101899,0.34125511634243116,1.7618802092494532
1.389947303301006,1.1714452060101899,2.5862478846660104,1.7618802092494532
1.5350699684736937,1.1714452060101899,2.5862478846660104,1.7618802092494532
1.5350699684736937,1.1714452060101899,2.5862478846660104,1.7618802092494532
1.5350699684736937,1.1714452060101899,2.5862478846660104,1.7618802092494532
1.5350699684736937,1.1714452060101899,2.5862478846660104,1.7618802092494532
1.5350699684736937,1.1714452060101899,2.5862478846660104,1.7618802092494532
1.5350699684736937,2.3517925632929884,2.5862478846660104,1.7618802092494532
1.5350699684736937,2.3517925632929884,2.5862478846660104,1.7618802092494532
1.5350699684736937,2.3517925632929884,2.5862478846660104,1.7618802092494532
1.5350699684736937,2.3517925632929884,2.5862478846660104,1.7618802092494532
1.5350699684736937,2.3517925632929884,2.5862478846660104,1.7618802092494532
1.5350699684736937,2.3517925632929884,2.5862478846660104,2.1265615613019504
1.5350699684736937,2.3517925632929884,2.5862478846660104,2.1265615613019504
1.5350699684736937,2.3517925632929884,2.5862478846660104,2.1265615613019504
1.5350699684736937,2.3517925632929884,2.5862478846660104,2.1265615613019504
1.5350699684736937,2.3517925632929884,2.5862478846660104,2.1265615613019504
1.5350699684736937,2.3517925632929884,2.5862478846660104,2.1265615613019504
1.5350699684736937,2.614339659724797,2.5862478846660104,2.1265615613019504
1.5350699684736937,2.614339659724797,2.5862478846660104,2.1265615613019504
1.5350699684736937,2.614339659724797,2.5862478846660104,2.1265615613019504
1.5350699684736937,2.614339659724797,2.5862478846660104,2.1265615613019504
1.5350699684736937,2.614339659724797,2.5862478846660104,2.1265615613019504
1.5350699684736937,2.614339659724797,2.5862478846660104,2.1265615613019504
1.5350699684736937,2.614339659724797,2.5862478846660104,2.1265615613019504
1.5350699684736937,2.614339659724797,2.5862478846660104,2.1265615613019504
1.6279711836310917,2.614339659724797,2.5862478846660104,2.1265615613019504
1.6279711836310917,2.614339659724797,2.5862478846660104,2.1265615613019504
1.6279711836310917,2.614339659724797,2.5862478846660104,2.1265615613019504
1.6279711836310917,2.614339659724797,2.5862478846660104,2.641422399962003
1.6279711836310917,2.614339659724797,2.5862478846660104,2.641422399962003
1.6279711836310917,2.614339659724797,2.5862478846660104,2.641422399962003
1.6279711836310917,2.614339659724797,2.5862478846660104,2.641422399962003
1.6279711836310917,2.614339659724797,2.5862478846660104,2.641422399962003
1.6279711836310917,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1587763275203278,2.614339659724797,2.5862478846660104,2.641422399962003
2.1928388647522223,2.614339659724797,2.5862478846660104,2.641422399962003
2.1928388647522223,2.614339659724797,2.5862478846660104,2.641422399962003
2.1928388647522223,2.614339659724797,2.5862478846660104,2.641422399962003
2.1928388647522223,2.614339659724797,2.5862478846660104,2.641422399962003
2.1928388647522223,2.614339659724797,2.5862478846660104,2.641422399962003
